client_id,path,sentence,up_votes,down_votes,age,gender,accent,label
f12a988e9d251485294edec8740dfec779b45127c1bb06f7d947493c4ed8d3c166e337e17cf090f89069ceb116f1625da7cbe1b91e78b7c41bbf743302a8f6d6,common_voice_en_19612441.mp3,"Captain Glenn R. Hartwig, the squadron commander in ""Putnam"", quickly closed with ""Twiggs"".",2,0,twenties,male,indian,0
ca1e90771190d947d1a2d0032210995598109796374f25590926469a61b0a604ab43e6a06efa26bfc951313783827fda2d4afff415140d5e8cf146f200aa33e9,common_voice_en_33576.mp3,Everybody must row with the oars he has.,2,0,twenties,male,us,0
ea32613a550070bb7cd496a6f1c7179106af012e8167d3f5a114335b089a25bfe2f3c10ebd9cbd4051e31426ef5d35fe622537961152ab08b0fee8207504b49a,common_voice_en_19972695.mp3,Barness continued to play for the first team over the next couple of years.,2,0,twenties,male,,0
c7fa9b2502b716b516b076ca89ff79e29d183ac0c006ce10ce33b61b0cd08542049535c83a89ff71168375d4a3bbbca2bcc25ecf5cc5f0653563862b73121cd2,common_voice_en_18915103.mp3,We pray for our beloved dead in the East German homeland.,2,0,twenties,male,,0
ffe42ace6c59c49eb8fa47ee7a3434965e16a8da81a4a084a2c35f83ac2153f30915662af26623b24a8ba3e49089565f150e20743017929e034819f7aacfeaea,common_voice_en_18684917.mp3,As a reprisal the Znak was disbanded.,2,0,twenties,male,indian,0
2d745a9900d0ece027f9daa318302b5fdbd8d17f09564897f222ad054dbc39da51f8584023c6136259b9c3b83cac25e10a390959708c4cb9114c6f9aa21755ab,common_voice_en_17259093.mp3,"To steal a hog, and give away the feet in alms to God.",2,0,twenties,male,us,0
ff3eb3e3259f967865c33553c8edaf0d575efd8158f4c99c34f7473385da7abad65ed8bb442460a20eed8ca3152175016ce8728b8b3ada8c1c92da6c3ee551a2,common_voice_en_152499.mp3,"I think it's about bird hunting, but now I can see how that might be misinterpreted.",2,0,twenties,male,us,0
5509375a42dab4b8929e6481bf2025550f363c10c4bddb180eb1b7e11614499e4d5df04190b2b0df0915b2ec0e8183f6f2d26caba93433d626bfae1277bd4b53,common_voice_en_18092414.mp3,The topmost shoe box held only receipts from shopping trips a decade ago.,2,0,twenties,male,england,0
3a8d53910365ffcac863a28ae327578601cca8f46b66ab2a76366d66eeb7d8a6aa14a9b33fabf1452a73ef372ad3be8607b37023254bdedbf82622c1a868c918,common_voice_en_19310939.mp3,Kloos also rejected art that sought to express widely shared experiences or emotions.,2,0,twenties,male,indian,0
14bf0a19e172b4c76cd8e37881ee6b4e961f70f773ec32d04fc7e9bd446d7ccfc8868ae1770fefde14308d217413619098b591f204652fc30fc2a18568d5869b,common_voice_en_120752.mp3,He proposed a solution.,2,0,twenties,male,us,0
4e001ec823f5146391ab2553849149c201ec6ac6024f4d48843f3cb09d99f87b16473ce64ae736eaecc32c8b6978b4fc20da90f05f6ec9aa1a2cdefd8d8c064c,common_voice_en_19515805.mp3,The area around the village is known for its extensive hop fields.,2,0,twenties,male,us,0
e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,common_voice_en_19783791.mp3,The University is in the process of launching programs in education and human sciences.,2,0,twenties,male,us,0
d74cceb4c75f0a57443ee3c08cd28ac86c0f2dc08bc5cc7800387b9be8d5677e0e88b0f5e9abe77f8fcbc730b38bf432851a5e862bb323df76c30898e9221bf1,common_voice_en_18876188.mp3,The editors responded by defending their right to publish it.,2,1,twenties,male,indian,0
9e82f9f6c0db9ca298c7e32df9445048656eb764bf29a00b7bf288ae83992eda9db04a5e608cebbee09a37a3ebbc4f6f72d9387f23024aaf6ba71f538407c18d,common_voice_en_134160.mp3,Let me tell you what will happen.,3,0,twenties,male,,0
b001bf253117a254c558a40d8bc2cda0923adac74daf23cd23067941705d007228105f8087a7d22af464d20e4a7b8c61676d04ca0e6674a9d76b48d0571e96d9,common_voice_en_17271026.mp3,Have you seen Hollie?,2,0,twenties,female,,1
d89374738154cdf0eaff1c7807790daae0d99a33b69edd080147bae4467be6945839352bdfa2f470b038b37b4e574bdcd7254b456acd0f039a32742b80c205b7,common_voice_en_517913.mp3,The book was written in Spanish.,2,1,twenties,male,indian,0
c977d33bca3a08066369f008752ff9bee597525b59dbb35e8a279c73f06c25789cc24766f3018e6965cec0ab528179151d70bade91fb2cbfe3cbdfe45abb1bc0,common_voice_en_18852043.mp3,This makes up the basis of short tandem repeat analysis.,2,0,twenties,male,us,0
0ab507dc8e6d79ca9c917d8d582d877d974fbbfe1efe42fffc6537253610135ecf586f28388f4147704fefdff5af9aca2471d9cd7f770bdb6620f4d3b4504860,common_voice_en_515000.mp3,I may have overslept.,2,0,twenties,male,indian,0
d3a0913fe71858f01fffe06f9ad67582b6da4bff29595c7a8630c61caad539550612ff7d51c22649d172b733f29de6b6725d2ffc65977a10d5b139e4e1f7cf52,common_voice_en_544039.mp3,The chilli sauce provided spiciness.,2,0,twenties,male,,0
f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,common_voice_en_18404852.mp3,Maths and physics were my favourite subjects at school,2,0,twenties,female,canada,1
2074490d421eabfd8accd5cd7ce67f9efce4161c3a859ccd11290d2dc04fdd3658d23075b91b94bdbb03398f7cda65f15cff5fa0522667a0092997ee92673b3b,common_voice_en_175831.mp3,"One can imagine these two, covered with sand, running up the little street in the bright sunlight.",2,0,twenties,female,us,1
be2d568efa5c0ed462af31129f15df0cd8c0812f09831aa98b31d4def1fd671bc8e59850391f63ba975baebef15ed0573117e053cf1773792a77db535de582ec,common_voice_en_499264.mp3,The brass lamp had been disturbed.,3,0,twenties,male,us,0
e34e54a43a0b1b0726065da00e622aba63a8b04a5514c7a8105eb3951033c8231791d27dbe5cb1eba790fc2dc9380ba69ca2dc394c2b58e1683b9561c2cb97e8,common_voice_en_520274.mp3,"""You must not let up, even after having come so far,"" he continued.",2,0,twenties,male,australia,0
1ccbaee1bf030993ecd66f82e42893101d36ee6f08b0fdff569d6ffe3d5fe9fc11e633654c6edada785d8c92be0dedb0a244115d8e04ed50e4997cd9db7b376e,common_voice_en_15735046.mp3,Cut the cord that binds the box tightly.,2,0,twenties,male,,0
a80be13481df881b71ccfe94687332be7cf60442b14de11ca8619cfb813fe03c9374789a36cf5aff8b50740824ac23e751ff63eebaa2acf6e988c7580b056267,common_voice_en_661734.mp3,"the hand that evokes love, and creates a twin soul for every person in the world.",3,2,twenties,female,,1
5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd,common_voice_en_17284283.mp3,What you eat today walks and talks tomorrow.,2,0,twenties,male,,0
7aeb4aabb75a38e08e89831fc1876fb96b3c39c757b2caa06eb08e546f228d66b417da1511816d9a2f182836be79531cef3fb7c705c826ddbb0bd8492e4266cc,common_voice_en_18722090.mp3,The Hill family moved retail marketing here and established the first bank.,2,0,twenties,male,us,0
df15bae4768487b9e9b6f9123e4e1cb11f119b77c08796485da882ecade5ff6bc358284cd98e420181cf4b4c3a1205f072cd087a9fbc7f157072dc8c1f9ddd57,common_voice_en_220730.mp3,The boy observed in silence the progress of the animals and people across the desert.,2,1,twenties,male,indian,0
5e8a90a7034d012b5ce8776036b58dc8ef6b0ff71f826fc344b6d2df64c8018427a3d6c664c433b7df061f62b6ecd7b8e658aefb9a08751bbf668ea4b2e870a2,common_voice_en_17392576.mp3,"Sometimes, I need to clear my browser cache to save more storage space.",2,0,twenties,male,australia,0
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461,common_voice_en_18521457.mp3,"You must sleep, he urged.",2,0,twenties,male,,0
e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,common_voice_en_18519261.mp3,She always ground her own coffee.,2,0,twenties,male,us,0
0d418c5067590022ca1e7fbc00316df83e8e7af95f6e8f36b0901c27840ab2a716efa714f5a07f44edd3590af8d390d82a241c528ac1eb8467a408e8eab9b934,common_voice_en_18982971.mp3,The coalition became a full merger the following year.,2,0,twenties,male,us,0
4357beb8693ec15761731c02972e40af80696b094110269c970e559e0a9e861a0f10c06933ac80e8940b990c27964a964a02789b39422bdec03b8f0f5e64764e,common_voice_en_528443.mp3,Remember the interview I wrote with Alice Wellman?,3,0,twenties,male,indian,0
777c014d742cdcc2e612ea2ab56d64c9b5b50f5074fef5465a5ac998e17862b2caeb950f63594c77c7fd298c458efcf0a65bed17b65b873c49e22ef7431f74fd,common_voice_en_18657861.mp3,"I recollect you went on holiday to Spain, where are the best sights?",2,0,twenties,male,england,0
a6c95cb1f228ff8bc9985b3d087fcbb699e1d74636493a853a2aff02b6376d0458fff608aad0d0aedd2e50895824a9e1ee73cc0157d8a9dadda27ed951680a78,common_voice_en_179613.mp3,But I didn't kill anybody.,2,0,twenties,male,us,0
17c07d7e5c790b7b32d3230a87a4b7febe66e775ff443529f34f2aee7c3e6d5cbebfdf0bbd82be92e10ce9e2560bf57eb3478abbaaa5b758e8f1e1e10477d4bf,common_voice_en_18794363.mp3,Public funding and sponsorship were possible in certain cases.,2,0,twenties,male,,0
155bae4cc79956e23717e4fd1925f0c6e6d76ad6b3a293b9a0e96167c19e4de65977dd36714b4ed56dcd440f8bc02f5ebd5da49543af021bf02d273b15d4ca33,common_voice_en_19002192.mp3,Helm is now retired from acting.,2,1,twenties,male,us,0
185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,common_voice_en_494801.mp3,The references were thick and impenetrable.,2,0,twenties,female,indian,1
2d822c97321ba177a1411cba54b777ffd47c9922203997fe3e59aae9700496c916fac81a82ad2e261bd66ace5f2cb969e695811efa2b5507b38e38b8acaec2bf,common_voice_en_325821.mp3,Screw the round cap on as tight as needed.,3,0,twenties,male,us,0
b0c472c77b16f2178cde43e819f912bada04873c1ae004c1caa523afa42b9105ed07c98b6835f685b7f391aa87f2da631ac0c74913b8f1eb1bb5440ee26b43bc,common_voice_en_648256.mp3,What's the matter with me?,2,0,twenties,male,,0
5ba9dd8bc01ff215b777ed83fd9501c0d7129943e7579f61d0d8970b582783a8820f0b70e5d03bb3eceb2b7e61c4f5c9f429cf4eba7c03f8a06c2e92e329be2f,common_voice_en_564806.mp3,Soak the cloth and drown the sharp odor.,2,0,twenties,male,us,0
d1413283d794651695ea5c4d311a88e302e13f64719c694e69fffa94701b09086152b973ea7651e30b8e981666bc10252f56a8b37bb15fdf3cf238f0c9a17446,common_voice_en_146165.mp3,That damn mouse could sense my anger.,2,0,twenties,male,us,0
5f047713c8bdb300204b259abe32d12fcf660d9a2cc190b3bb5520d11149e42fa014dd345e5a363027c7e44c54b2855883d1e39562744ed33a43d38d935a0832,common_voice_en_147325.mp3,Men strive but seldom get rich.,2,0,twenties,male,,0
0587888be58e30ae24a658f48d87526d1aff7e629db62aa3a0782b5702a87018b2863063c24a3fb291dc0598fea06507d0b6c3ea9ec0c6b0ac30d19e24e00c08,common_voice_en_15904533.mp3,What a wonderful day!,2,0,twenties,male,,0
1bc3dc0bc84f16ba31209af3ff03ec57825fb126e2afbca29c4abaa493c1edb2a209c4c260df10a094c5707acc1ad5afdd2e8e8c04f41740ebdd654ac3745994,common_voice_en_18456266.mp3,I've just been talking to Tom.,2,0,twenties,male,canada,0
3c8cb76160a003265462329c63f6809b3ee48f67bfdc235dca239e82598ad72105194babc1ea6a1afcb5232d5f0f8def35ee01d6835ab1dc67ec6d560ebfe503,common_voice_en_18405725.mp3,Do we have an example to illustrate that with?,2,1,twenties,male,,0
93aa321e433d132c85160409e18e718d2f98e0106a8660939d30f4f0c9a9b04b1e8140b8802726024679c19de2473605b268be6fbe1a6f768434d5d04081153e,common_voice_en_19569688.mp3,The inner walls and interior floor are relatively featureless.,2,0,twenties,male,,0
5547285ee2180184dd0ea01804871f5d1dc49127176cdbf21df2eeb4cd7814ab393ddb5cfa5f245a004e6dc99a7e05c5a92c901e6425b2d5ba9c5a080c767fa2,common_voice_en_18673345.mp3,"Mathias was sacked, and replaced by John Benson.",2,0,twenties,male,,0
cc4bd37410bf21ca4a2e6b3151f6ce7d8f2f680ce1ef8640c422581a44e9a5cbae3c4d2a41bcfe52c383c1293c73539fde54b63bdc5dad2d39617727300a6cd7,common_voice_en_117762.mp3,You may kiss my hand.,2,0,twenties,male,us,0
a5dda09284677db07138f363d81a505e8af307d594f6929509ef422a3a515bf2f8f67a803298cf4536a0471b5be3e8f8956b528714c1516099b4a0d324d5c18e,common_voice_en_19543818.mp3,Some later stones may also have marked tribal or lineage territories.,2,0,twenties,male,canada,0
a5dda09284677db07138f363d81a505e8af307d594f6929509ef422a3a515bf2f8f67a803298cf4536a0471b5be3e8f8956b528714c1516099b4a0d324d5c18e,common_voice_en_19547232.mp3,I would want him shifted.,2,0,twenties,male,canada,0
e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,common_voice_en_19285021.mp3,On at least one occasion a mixed pair has resulted in fertile young.,2,0,twenties,male,us,0
a6029319891d5ff377f0d0b63ef5fd89b63c8ccc6e364d367cb51bd64f7885f269c96ae1ee0f275bba46a8972a3d96fc5732235b5efdb11875779de3837bed3b,common_voice_en_477839.mp3,"Maybe the alchemist has never been in love, the boy thought.",3,0,twenties,male,us,0
7f2ac695b615e8507dc88935ce14db8a51f71c51e16b6acbcc659ed63a79a80e6fedfcfcc15c24c962e64c10abddb1e92e2fada2f7192cbbaa9ba8c95f4d7d06,common_voice_en_18809903.mp3,Atco Lake is a lake in Atco.,2,0,twenties,male,england,0
2ec83f7b270ee438a01bf62f625c93bb018a604841f910f92b5d1747bae4a24a48fbb1221613365c8a80ba63ef487318eca2dcf35998b3d4f640ed5ad1723301,common_voice_en_17293143.mp3,What have you there?,2,1,twenties,male,,0
e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,common_voice_en_19326473.mp3,"Upon waking, she is unable to cross the circle at all.",2,0,twenties,male,us,0
f5a8a2e6cbefa2d48793fcf4dfd6ba7f23643a7a21328ab7a3ccec884375a627788e2b2090aa38d2ce5ee3ad14e0477e8ce1341d0d3477e88f82d596443c0ac2,common_voice_en_18016435.mp3,Their oversized shoes slapped the ground each time they took a step.,2,0,twenties,male,england,0
7cc59b14ae724f03415b6d2eb49e91cbbd19931913408dd4cd4cde6fe343797c15f354455693dbf53aea797bb98745fa418cd78a3758ee311e19960854ca6550,common_voice_en_19843595.mp3,The Strawberry Mountains extend east to west through the center of the forest.,2,0,twenties,female,us,1
2d822c97321ba177a1411cba54b777ffd47c9922203997fe3e59aae9700496c916fac81a82ad2e261bd66ace5f2cb969e695811efa2b5507b38e38b8acaec2bf,common_voice_en_325808.mp3,Half a loaf is better than none.,3,0,twenties,male,us,0
a116fbae5551d877ebab8d50750eb79ea9d7d926239ed51537bbd64c33c7b766bb8b84f10cec48215e5204375d9064367d313889d0ca7d6c0042d9cd4a2feb85,common_voice_en_621470.mp3,You will spend that hour getting acquainted with Marshall Bailey.,3,0,twenties,male,us,0
9d5704fffbb9f56599807afe261193952baf2fffd0b06a5267646ed953a93f452712d3fa8dc39da1df0fd162ba8ed7cc923ca8d4bdb4fd9b184e4d4053fecc9a,common_voice_en_18334402.mp3,"He made sure that the magazine was loaded, and resumed his paddling.",2,1,twenties,male,,0
596de6b92322d7be7981e92325d6324e129fd0adf6122470be365e443f969dfa588cbef45a9bd4721e541a0d7f095358400d1a57cbf38b2015d5654b77da7257,common_voice_en_18842710.mp3,This set is denumerable.,2,0,twenties,male,us,0
bec1108d65fd3742ce86c3b81bacd9f0e1f6210c3f576743335e09fc13131279de808b1cacf1f06ed615ee82c6acb342786fefc985100ef34d4c56f94b2fb5bd,common_voice_en_18601305.mp3,Have you ever tried a Jam Donut?,2,0,twenties,male,,0
602dc16b8419a2ee66ded1854d869cefd4220207265c0a580e4e64fc47b3d0c382938ef99a6c90ffe9e769fa1568d60b634cd350d701db008976bc4e1f28224e,common_voice_en_659002.mp3,Celebrations rang out across the land.,3,0,twenties,male,indian,0
48528338442073e08f7886e133be1f7f773562a5c0257c0f3c33e19edf5de29dcefe46b9a0e497820295177ae021e53c9518185178f98612c169580ff3a07084,common_voice_en_19374796.mp3,"Acquisitiveness describes the greed to increase one's possessions, to acquire, hoard and save.",2,0,twenties,male,us,0
1ccbaee1bf030993ecd66f82e42893101d36ee6f08b0fdff569d6ffe3d5fe9fc11e633654c6edada785d8c92be0dedb0a244115d8e04ed50e4997cd9db7b376e,common_voice_en_256511.mp3,They felt gay when the ship arrived in port.,3,0,twenties,male,,0
deb84f2071c433e699d881d69ca709979161da7ea1de4cab0046ce737b31d9fca1e9d7b5b765082ae872201fbff90905e718bacf89af718feeafbcb3f2f97f99,common_voice_en_19757145.mp3,"It is a histamine liberator, and may worsen the symptoms of asthma.",2,0,twenties,female,us,1
6f45246868d4351377f611607f858ff135810b3b7d86d8de7778f039630580a7e10a5d8e7b6adc27ef22629a0ea5b8924098b0a9be78ea630e6e8b23ddbfea0b,common_voice_en_19201208.mp3,Sakic's seven points in eight games were a crucial part of the team's success.,2,0,twenties,male,indian,0
2d745a9900d0ece027f9daa318302b5fdbd8d17f09564897f222ad054dbc39da51f8584023c6136259b9c3b83cac25e10a390959708c4cb9114c6f9aa21755ab,common_voice_en_17259051.mp3,"If she said “Jump”, he would ask “How high?”",2,0,twenties,male,us,0
c7fa9b2502b716b516b076ca89ff79e29d183ac0c006ce10ce33b61b0cd08542049535c83a89ff71168375d4a3bbbca2bcc25ecf5cc5f0653563862b73121cd2,common_voice_en_18985609.mp3,Since then every test playing country has installed floodlights in their stadiums.,2,0,twenties,male,,0
549f4aa08c8b4d0ccd3b2c438dd8e5dd1d6b1f91132f176d6814778c6f151e49f1d021bd52ddec28ba3c59fc3a6c1ee719340a4baf1280179bb3704cfae819fc,common_voice_en_18848722.mp3,"""Embrace"" was compiled from the only two studio sessions the band recorded.",2,0,twenties,male,indian,0
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461,common_voice_en_18540685.mp3,"Why, we passed it ten minutes ago!",2,0,twenties,male,,0
c199e3e32810a49a68fcb72c1cc38b66cc3763e7570b36090ece77710a3f5c28ebffb8ebe328456bfc876cbb5165313afb99da329b276e3bd672fd3694061f43,common_voice_en_33053.mp3,He was just and good.,3,0,twenties,male,us,0
871d6d03946684fdceac6fa4ef9aefa479d6ee197bcfac816994ccaf2db86af843990c1a9c65db90564335b8e4ea3c8d60f319e089afdc9e86f4d06fe927507f,common_voice_en_649756.mp3,How are you feeling?,3,0,twenties,female,england,1
e2881a25f27e2d74cf34b166de68a2218de0578d49159473b64e2b181da00318892e60b879260fc65f46d7ae4c4e81f1de7aa63174a408f30a778d68b60477b4,common_voice_en_17893793.mp3,I'm going to roast some chestnuts.,2,0,twenties,male,indian,0
34010034385bcb42d9e7045ef4645a4a4719bea4521f9c760896b23e48277d3102cd4906cbac8bd2745e9f1eaa12e97ef1eefb483d1e2253837377519b314508,common_voice_en_61687.mp3,Why are gully covers round?,3,0,twenties,male,us,0
0b56c859fb60241ae263d739ebd8322f5d23d18001a85e1253663090cf1b6f3e85dfb586161658eba09dceadca9b3634b9c99330a7f51ada3c39605ca980cdcf,common_voice_en_17257532.mp3,What can we do?,2,0,twenties,male,us,0
db30ae5b646c35d4ea00bbeb2554f35de1047d2a2efb5b5933fa9ecee3c217199980974705a938d59a7de03ca5394f5801ab1954ff450a849cbb788829d2cbcc,common_voice_en_19868097.mp3,The saved and the damned will both experience God's light.,2,0,twenties,male,indian,0
e3d94531c556f21e200a3f2e4b360f1e042a5ea75491241f69969996a43523b6a5391c858a3329c546c0e388e463526bb1ad315ef3d4a8edd85fedf04a4ba4d7,common_voice_en_19711585.mp3,The Sumitomo family was close to the Tokugawa shogunate throughout the Edo period.,2,0,twenties,male,indian,0
